fctype,fcid
Gold,995a5fc3-ae05-4b25-9e7c-f1c6cc483b79
Explorer,4f063aa7-d2fc-4e1b-99b6-cdb2e08bad83
Platinum,8bd1978c-014d-499f-b1e2-9046d2d71748
Gold,12ab72f2-5369-422a-bf7f-129a5523eb3d
Explorer,db5365a8-5fe9-425b-87a0-404dc62fbc6d
Platinum,08aacc5f-ef5b-4069-b076-d69c37ae5630
Explorer,89b44686-c335-4396-bc1c-4d92d51f219f
Platinum,390754ec-180d-445d-837e-e224952d5b92
Silver,0cdb09c9-c8f2-438e-919a-f5b177ccec5f
Platinum,9eb22224-05d0-49c6-bf1a-e2657b8135da
Gold,2666020f-2888-425d-a4de-ea43dff5d236
Platinum,43dcada4-db1e-4354-a242-ae59e457f0d1
Silver,8677a4de-cbbd-4934-bc5b-efe135f5c876
Silver,ef267766-df8c-40eb-a194-df68d2c76865
Gold,d51af8cd-d3f6-4f02-b29f-c0d47638be6a
Silver,7c0c7045-cd3d-43cc-a623-7fff79061a45
Gold,9d4b88a0-68f4-405e-ab17-25ef3d38d42a
Gold,cade81cd-d689-44be-b76d-aec7d619111a
Platinum,73e22815-ebf4-40ef-81af-abbaf6f44784
Platinum,8c31b5a9-e3fd-48c2-9cbb-defc97c8df51
Explorer,7e1ab62d-9135-49d8-aa16-86b559404a5c
Gold,f863c4df-8c60-431f-9bcd-2a3852e47e8e
Silver,74bc8028-2ec8-45e7-8788-4c341f68438b
Gold,57a721ed-169c-4033-b52c-b4b731a41e61
Explorer,e920b10f-19c1-46eb-8463-4040809ab4cb
Silver,a92d3829-104a-43ba-90f3-f84ea5232e7b
Platinum,cc7d1aa6-ddb0-4623-829d-c1694bb58511
Explorer,17a104e2-1ba8-4a71-b6e3-f4b43a1ae25d
Explorer,30b21718-1489-4fdb-bff3-c00b7b8bbf24
Platinum,9cfda4a0-b4ff-482f-9d30-bb21710a79d6
Explorer,957f4415-699d-4a7e-a21b-bd7773c8348d
Silver,2590ca72-d0b3-4fdd-b5ba-9e72cc525d0d
Explorer,0a972b39-bacd-40e3-a29e-93fa683b5d07
Explorer,22ce4805-0a5e-4401-be09-15a415ef99ec
Platinum,312015ef-1f0e-4160-b5f1-8e17c68486e5
Silver,c6855af6-3e59-4356-bcd7-d799943962d4
Silver,fdca4673-140f-4e5b-b1a7-a383f7d8f9c0
Platinum,7946e87e-674f-4c82-81b1-220d2e8d3243
Silver,3a8aa116-824e-4178-a35c-a6df0ce57dfe
Gold,e625dba1-b6bf-4e9d-9e40-b519e2bd528e
Gold,3713c7d4-eb0d-4ace-980b-b3fb25d8cb9d
Explorer,a00211ef-1888-4fd1-b172-0155a30ce752
Gold,ed3a0017-7541-4173-ab1d-bc8ef39c4795
Silver,bd2686d6-28da-4993-89f9-908abe821f5d
Platinum,c99446ba-09a7-4db7-a8d6-9f049f999f89
Gold,ddf517b1-85ae-4272-a011-0a109f638c28
Explorer,b2b60c1c-913a-4cb6-95f4-6ba9b6dd2017
Silver,a8baa210-50dd-4416-ba0d-672b46f31d4c
Platinum,b4467da9-f72a-49fe-90a2-4c4b9295cb83
Silver,f40ae2b5-e1ec-4139-9c34-5540e5e886e5
Platinum,b28f1e37-d2d0-4a86-88e2-5ec8f97091ec
Explorer,c83e26c7-4134-46b1-b7de-c90e4aa79986
Silver,e9f797f0-7645-4bfa-b69b-b46f59811096
Explorer,56701dcb-ec19-4f65-a120-95714ec455ff
Gold,396b3c17-f5ac-4daa-a390-cabfb5fcce05
Explorer,39476fbd-34eb-4bc5-bc27-0267eb7b3705
Explorer,153b3b15-c652-45ea-966f-468c9f004d73
Silver,8ef48175-4763-440f-b399-1c2e89b92fec
Silver,8142dc9f-a0c9-4109-9152-f3434a8dda04
Explorer,af661042-cec8-463d-a00e-18e43804083e
Silver,aadb729b-bf86-46a7-af5f-a880129ed64e
Gold,9caeb6e0-3a8d-407a-ae15-ac5af76f04a8
Explorer,52d61c83-07ec-4faf-a039-f01a3daa2d14
Explorer,a69f01e5-4684-410a-9b85-99136a359b5a
Platinum,ffe35d55-5315-4186-b3f3-d7a35cc751eb
Gold,5088a57e-4392-437d-84b4-bbd8865c3cab
Silver,286b2d0f-8a70-4ef7-85ac-28bbb1206af4
Explorer,befb8881-498d-4ab5-a066-89ae893ef670
Explorer,de7c0409-7463-4243-9e0c-3300836831c0
Platinum,1aedc31c-99a9-4f38-9bc2-9ecc874b4069
Silver,8154aef9-0ba4-4cf9-8f6f-89ee0edeca71
Platinum,a21799a2-d232-4ed6-840e-4992e06c75a7
Platinum,29df60da-9560-4277-b38e-e1627f831d23
Platinum,8965571d-e5ac-48e3-99db-0b8613c0adfd
Gold,0665bb3b-2bd3-4c62-b6ac-4b18b26ff967
Silver,55eef6b1-f4b1-4e4d-9a4d-f77117b8e992
Explorer,8ce725eb-235c-48b2-a1e8-0acf8f3bfda8
Explorer,d3838545-4662-4964-9341-ef9311b8628d
Silver,2e9df3d2-5e80-44a0-a761-b0fb2fcb455b
Gold,69ca7ed0-3145-4ad0-88fc-20bf7e002938
Platinum,6c90da75-b656-478b-af23-cc5b765b42e8
Platinum,751b3ea4-d670-49c4-9ae8-3d8d163dad7a
Platinum,ce558a83-eca4-49fd-b73e-3da66a6ff8a6
Platinum,d415b885-b8f7-43eb-aa08-af3bfcd683b0
Platinum,f47eaa5a-3bef-4449-80aa-0b6c0021a9b9
Platinum,7cbbd94c-38b4-47c2-8885-a9991ec6f220
Gold,2628401f-16b9-4b7e-9f9e-02a7acac9d17
Platinum,c822adc4-d057-4896-894e-d95f345f37c6
Silver,2d2d7a27-a8e4-46b0-b1fe-36b1098ba05a
Gold,8d0cb6b2-d6c5-4925-b9f0-50f0e0a7cec2
Platinum,c82013d7-6536-4b8d-96e8-07c5b6fe88f1
Silver,34c5a730-f6c8-45b6-ab01-2df8e2a0bb9b
Silver,bf66384c-5518-4e5a-9642-335f3a82aac8
Silver,765d411b-f384-43a1-915f-edc6d7c5273c
Explorer,d1cafcca-a03e-46bf-8d60-02b0f3a1feba
Gold,e38f259f-4771-447a-a359-2c39e9e47e4f
Platinum,9aeee454-361e-4be5-807e-9c41dc26a545
Gold,8f9c983e-4595-4ac7-ac78-96e49d1e70cc
Platinum,55e3db19-03ec-46ed-8e8b-ebbf94742703
Silver,f1c83774-6400-47b9-b8ad-d7d20bc570ec
Platinum,e9f3ef85-5b25-4661-9e32-ebd5f1853254
Silver,58898f48-453f-488c-a1fa-de6cbddb5f53
Explorer,6d979739-e1e3-40e6-bb84-d345bcfed831
Silver,c3b32194-0108-47cd-82e9-5382fac2f4c3
Gold,526a87ed-79f3-40df-9ac2-6eca4cf3eb0f
Explorer,ac790fd3-d9ff-4429-a81a-3354a0a768e8
Silver,f5635086-2a78-45b0-bf09-6ffd799726d7
Explorer,3c0b3c18-a4b8-410e-b029-f893ae7287c0
Gold,b643cc28-2cab-4f8f-8413-de57eb0aeac4
Gold,a81f21da-5b4f-4e64-8e1d-b4ee21986887
Platinum,352a735a-495a-4139-9974-cc1c62d4dcb6
Silver,81231826-e3d0-46e9-aad9-7a667f78ccec
Silver,a0baa7bc-8f86-4adc-8123-64e538a8e131
Platinum,1c1d4cb0-0387-4d9b-ba57-ec6f11c21992
Explorer,8a99aecf-6fd7-45a9-b84a-f3b10a104fec
Silver,bf5d4bb5-2fa4-4b24-a13f-fbcb17770b8f
Explorer,f4c540d5-d313-4a13-bfda-d420e0b0d255
Platinum,d8b848b1-0cad-48b9-8bb5-18ffd46748c2
Explorer,5a715e28-dd9c-42a5-b9a6-dfc24520b907
Explorer,42f9088d-2b01-46df-9cd9-b47107b86a0d
Gold,8176cfe9-176d-44ff-baef-ccb2d8770f4f
Silver,c354b314-7287-4f29-b20d-53999bb15815
Silver,acd70ea3-4d81-4cc2-a484-1b8b94306e0a
Gold,53f5f84a-447e-4dd3-aa97-b810a721f14e
Explorer,1522ca8b-fbc0-47f1-9b6d-c7b6ca0bbbcd
Gold,9f4a58d4-db48-4c08-bb0e-4a0f7a131c6f
Gold,5b15ae94-f44c-4661-9357-928868f6ebc7
Explorer,16a63e77-2bbf-4f83-8d53-fb2073dd1ddd
Gold,e1d5d39f-cf54-4e93-ae76-adac227170b6
Gold,1b49b901-6f1d-44ba-8b0b-8eb19317788a
Platinum,75429d4c-704d-48c8-982b-9a15729f28f2
Platinum,30c6b234-4f38-4dee-aafa-935232ca56d7
Platinum,9149f0ec-d723-48a9-9f88-a0a11b7dc582
Explorer,4430f0ed-1806-46f7-be60-17d4e7d4aaa8
Silver,7c07a27b-48fa-4948-bea7-6b696dacc222
Platinum,e546ba35-c68d-4f09-a7f7-01196bd9ef0c
Explorer,87bf345f-0ee9-4839-9955-e21e68ce76f5
Silver,990244a1-1933-4db1-8bde-6056081a1121
Gold,c9e404e6-e102-4019-90c8-3d3d59ade257
Explorer,5b2074d8-d32a-4721-b20f-f9d01ba66a91
Gold,073c2f55-5ac9-49e9-b843-cc3f17bd550f
Explorer,1f33632d-813b-4b72-9b1d-74e2c9e88247
Explorer,c02e100f-cf75-43c9-a527-2963bc0610e0
Gold,fa9217a8-e605-4006-be86-d9dc40c162e0
Silver,447b9d34-322a-4849-a54f-c75e76570127
Platinum,f1ae52fe-3eb4-4508-bc8f-4d30c5ee7a8a
Platinum,5c30e331-c3a5-4728-9038-40568aca6fa0
Silver,87c8c6a1-e316-4ad7-9db0-5460acc56748
Platinum,d68d3c73-eef3-4673-afe1-2ed85093c450
Explorer,df84bbc2-5d30-48bf-8090-347792726276
Silver,512e077d-230f-427d-bfc4-a5fbe87a7eb7
Silver,5284468f-df51-473b-af83-fd7e6daf80ec
Gold,9e545910-c177-45f7-9c89-26d82396a292
Gold,9997801e-b1c0-4aec-adbb-ef7560c92822
Platinum,6cf4708f-991f-48e5-a17a-4efabb0074f8
Explorer,751d23f3-992b-4fdc-a7c9-ff0ff56cde5e
Explorer,ba1c4d78-de5f-4426-a0ec-088503523d6e
Explorer,97bcbed3-ece0-43aa-9afb-08fd49ac9f9e
Explorer,06476cdb-40d0-47cf-bda9-96bfe42321e2
Platinum,4bf3ce8b-2dd1-4a48-a20b-b02b06801f19
Silver,746a3712-219a-4b84-9c4e-43bd0c8d4455
Silver,cfeddd03-4d26-497f-8c75-4a72c357d9a1
Platinum,885803b2-3ea6-459f-9bf4-67d8187add69
Gold,41149ee9-a4e4-4a6c-a26a-b66e7f108847
Gold,e1879807-9460-4f41-956a-a317bd151fa0
Platinum,7f66c2a3-cd4d-4b1b-9017-07b6416635f5
Platinum,3a7b72ee-7c41-427d-b534-1bc0ddebc8e7
Silver,8a9ac5ac-d2bd-40f0-8d81-732880f6f19a
Silver,ff327d4b-5436-41c1-8188-542d314704b5
Gold,e1b0b530-f58f-47bf-bd7b-829444ab02ef
Gold,635b26e3-ec89-4dc1-b15e-fa88ddb49f58
Platinum,09c5de43-2a2a-4afa-8b62-576b071bed3c
Silver,f39a0b7d-d388-4ba4-b165-96e12f8f03c1
Silver,91d260ca-16d9-41af-922f-2b28a615ddef
Explorer,376e8c65-6bf6-4e70-92ad-f93a5d3a3790
Silver,24e1886c-c60b-4c0c-8d46-217bec44f5b2
Explorer,b705238e-66a1-4708-96b9-4507862b16c0
Explorer,6459a910-a015-4d48-86a7-ac509f952f1a
Explorer,e149d48c-e9d2-494f-8b13-5600e0c131ed
Silver,92104cab-5047-49ab-8b72-b3d7508ba935
Gold,dd4b9c69-52ff-4abf-bd48-b41304524bf7
Gold,689815e8-e023-4f0e-9168-eb9ee75e41a8
Explorer,a85dede6-1c68-4ed6-b191-fef081480df5
Platinum,1a6b01f2-32b3-4d0b-be68-8e645bf025e3
Silver,884b4a6a-5627-4ec4-99d5-69e3c1e05651
Explorer,8754b6ed-5c68-4712-98ce-247065d256cd
Gold,f410c808-f206-4c0f-98db-6b982ff61c93
Gold,76cf5573-edb4-4082-9a22-fcd8b11722b4
Explorer,b4492532-c6bb-479f-96ab-1f04ca21b60e
Gold,ec0db881-3d1e-4bdc-96b5-40f63a5666f8
Silver,5aed2a41-d4ec-4226-8808-6ca58dca8ab2
Platinum,0f408c3d-bf5c-4cb9-b64a-df3983ab1a3a
Explorer,04ea9d0f-7898-46cb-b7b4-e9046844a655
Silver,3b91ec08-1db2-45dd-9629-aeb3e8078eee
Silver,a9c7b7d2-6b49-4be4-b437-ed018c4ab89d
Gold,774bb275-2f0c-4735-98b4-72c61ef6f127
Platinum,0c40dae9-0c1e-4bb9-8e54-4539a6fc53f1
Explorer,a8ce359f-f070-4f4e-a19a-ef50d9f70588
Platinum,39296236-5d48-449c-8dd5-967bc56f4d43
Explorer,894fed16-ceb6-4596-82eb-0865099da3cb
Silver,3e278fe2-78e5-42f3-bfc9-53a63607db27
Silver,ef026593-ca22-460b-9905-9b313d05cce3
Gold,70f6bf9f-022f-4587-8e4c-26a3f9995881
Explorer,b3095a59-84b9-46a2-aae7-0cacb31ebf26
Gold,7f6d362a-4171-4717-a476-091f20e8a13f
Silver,54276b87-6efb-480d-b8e4-413c1ccb04dc
Platinum,83b1c864-d0a7-4fd8-9810-9d49fc2f9ba9
Explorer,7a75c351-810a-4e00-b482-3dcabc5d0011
Explorer,547ded66-719f-4db9-87de-248b6e21d8a9
Silver,14b2121b-dcac-4fb3-98cc-206611fb567c
Gold,b7ff2af0-8f3f-46b2-bc91-d04ed7a2f128
Gold,bf8310e5-d97c-43ea-873f-f504b911567b
Gold,7e9ca5ee-b0f2-44db-8b03-34acfeced7c2
Explorer,96f88e08-7ed4-42f1-a21b-2b4d1666f578
Explorer,d1840965-51c3-4205-82ac-b37cc3ca5138
Platinum,a965ba7f-17b6-4a10-aa61-e033c1ee8222
Explorer,683e1c84-d7df-4a4a-8fa0-87509afe3912
Silver,98aab46d-9f6d-4642-9989-f906802b9659
Gold,2f010e32-8c26-48c0-a802-3102b61b6e06
Silver,071d6fd8-f209-456d-b372-749c014c7a8d
Platinum,ea04167e-09a9-4719-87cf-adc00b69e482
Platinum,daf5c475-e3d4-4e1c-80d6-e1caed41a9cf
Silver,ed228f43-d3e9-4815-a2f9-31a2312abb90
Silver,22a88fa8-dffb-413f-9679-35b7082e1415
Platinum,5597b48c-08cf-493d-bcb2-5e52ca51c4ed
Gold,c17bfe07-f766-477d-b3f9-9d75a29f996c
Platinum,996ed035-d21a-4e9f-b356-66dca9b2d92f
Explorer,1a5861bf-f49d-4c6d-b65b-9997fc4e87aa
Gold,d150e12f-446d-4037-a6db-b4af834c8143
Platinum,2307199a-a0c8-4096-b0ff-fd6ec896e241
Silver,f540f4ab-b40e-4cbf-8050-afce7a0e4416
Gold,960e373a-8578-448a-9e6e-af8db1439d07
Explorer,42462fe2-9326-47e4-9783-fb5221ad915d
Silver,d0dc408e-f7e9-49d1-a81f-9a0b6e13dae1
Silver,3b4e76f7-f31d-4989-ae57-1850bc3a71d7
Platinum,e886536c-6ba5-4f64-a146-51754db60b7e
Silver,22f095a7-a45e-4f07-b145-4b3dbcfeb90b
Silver,1c25e3fa-c311-48e1-96d1-fde817acf48a
Platinum,da9c8064-f4cf-41ab-b5bf-1639165e17e6
Gold,555f1d39-6178-4acc-a6a6-b7c5900a6dec
Platinum,24c7f8a5-af6b-48e7-a998-364ed0d04a5c
Gold,150876f1-9762-4c58-87f1-0670f7c5521a
Explorer,d3006180-d998-438b-9e38-17f26e5fade7
Platinum,d538db90-a185-49aa-8f72-085cbafce2e7
Platinum,694c63c0-53cb-4e60-a514-7054b4813a3a
Silver,82e19ab3-8565-47c8-b36f-618d6aa34c1f
Gold,4fe1acbb-add2-48ff-a62d-3da23f27b061
Explorer,a16f5745-272f-43d7-9548-3d40f9b82f44
Platinum,f580c186-4161-4286-8f9c-b3efe2907cb5
Silver,5501dc8b-2f56-4a46-b40b-b464a42093a7
Explorer,dace7791-8305-46f2-b311-fff9ce3b692f
Platinum,c1311e97-3455-48ae-bcf4-879caf586caf
Explorer,aed19f2f-6587-4680-92d6-a6472c455892
Gold,1a2a9d35-07f7-48df-bbbd-2e64c40a60be
Silver,7b04d7be-db0a-4667-b744-a87e593d96ee
Silver,8c16da68-1440-45d8-b2f3-efa8567b2c26
Explorer,f03c627f-bcea-4376-a322-0ae1141dbc26
Silver,d33d53cd-68ed-4f4b-8efa-2106b6c3635d
Platinum,aedbe714-486f-4fa7-9871-c95ed53a0c3f
Platinum,db4da102-46d7-430f-9768-ca1f43d8e46e
Silver,d3042e0c-e7dc-4b2e-9034-916e13752ced
Gold,709427de-e2db-4f72-b38f-c87e24d03f32
Explorer,4dfe88a9-a1c9-4063-bbd3-d272a79d5c38
Platinum,fab7f61a-76f6-4c06-91ce-f38b0ef284a5
Platinum,6bd9a696-f2d3-4f04-a578-dcf01d41d050
Explorer,af6ed789-3c88-4a42-aff8-89884d1418b6
Platinum,f27f0b3a-d634-41e8-96b8-7fd8745b8524
Platinum,b3af79d3-813e-4ca9-b5b0-72f5afd932cb
Platinum,17dc5c38-38f7-4af2-9b3e-fee3fb733741
Gold,a8ebbbe3-059e-400f-9f52-b74fa3b5e550
Platinum,2fee12a3-119a-4c75-9efb-eb2558340f90
Silver,a1547a1f-aa72-4cee-a168-a2f2da9f020b
Silver,0497c20c-52fe-47b1-a6d8-f1faeac2b91b
Platinum,32e2bc47-8e14-4220-a87c-1ed8c809e16e
Silver,fe287b6f-8034-4106-b257-6aedb95b15d6
Gold,e4ea5e2f-99d5-4646-a141-f766ddcbff43
Platinum,02763e27-33be-4f0b-bc31-a460c4385a0b
Explorer,ba5f5719-af24-43ae-b7e1-02a45fe4b98e
Explorer,6287a5dd-6540-47ca-9be6-82e3c6929fd4
Explorer,62b723e1-1f94-4b18-96e7-92e5ca13b709
Silver,2a1abc33-74e7-4951-a950-f7fc02ed9598
Gold,4f00afad-756d-4c70-bda2-923badf251e7
Platinum,29a586f4-568d-4882-ab1d-d42cc9dac4ff
Gold,b4b07aef-0b0d-4091-bc1b-61fc68170e79
Explorer,57703a20-9270-4675-8dff-7c26790c07e4
Platinum,60aa4102-7ec8-4662-92fa-3b74e3c354a6
Platinum,1cc6a565-b9b2-437c-8f33-c7eee3516cf9
Gold,de93324d-6185-4480-81b1-592334a42c21
Explorer,0f6f463d-2e49-4511-893f-83078a6784f6
Gold,0da7b8ed-9eb9-462a-b77f-9eab3cb31f1e
Silver,4b40f8ec-f66b-45b4-be5d-bc7e5515b7e3
Gold,092fd0c8-4b9d-4b33-a849-f1bf6736b64c
Platinum,1984f3bd-a96e-4865-86bf-2993f58c2707
Silver,5ceb36f5-6dcf-4cc7-896f-9ec22b23d185
Platinum,0dee42bb-e9c9-4c14-a6dd-5aa346896c72
Explorer,9fcadd77-c14e-441d-92b1-86b07a80319c
Platinum,3c17347c-3b46-495a-a570-99c957228b42
Platinum,5338013d-3856-415c-bb05-769f890c80c4
Gold,e0d4d95d-87d8-4705-9b03-ad693d378c77
Gold,88dcdafe-be35-4cd9-9e51-48415cca8763
Explorer,8edf48a4-4252-4348-b1eb-595d1ca4c452
Explorer,dcd46456-2192-4dd4-9f28-149327a0ef81
Explorer,2000c041-afc5-4cc7-a5ef-58bfe9413eff
Platinum,aaf5298b-928e-4731-a30a-5e30f10ec839
Platinum,70b13194-4668-49e9-a594-b0ae9241d305
Silver,39bd5a16-cbed-4ae5-bacc-e28790be0468
Gold,8ae2ede5-a55a-46ba-9ef7-00377cb8ed9f
Silver,b47c75ac-02dd-4c3b-af5e-d30745dffd4a
Explorer,f9f74526-29fc-4edc-8837-feff9189e549
Explorer,a38df756-766f-49a6-9285-ee7a539e686f
Gold,59dbda60-6b67-4d5d-8d16-7e1366661ac4
Gold,98935fb6-05eb-4c11-adbb-74a0038f52ff
Explorer,2fcdd54d-d977-4a4d-b21d-a8eabb45be96
Silver,ece3a171-8bfd-41b1-a0e5-2e61e470c27d
Silver,0fbb1ea0-1993-410a-9737-202c0f6333c6
Explorer,99bb9900-a12f-478d-830e-2e47177faaad
Gold,b961522c-7455-400e-aeb3-fd05ef176c17
Platinum,a0fc5c58-9597-4979-b8e4-5775da623724
Explorer,40a587db-e99e-4a4a-8fd9-631d698bbe04
Gold,f48ee128-25a6-4d05-9ae1-b955ae184847
Gold,abc5f8a3-0654-40ef-b639-4a72b3b5e072
Gold,f55418c6-b3e7-4a9e-86c3-6a0aebb1e6dd
Gold,50a6bf25-ad72-455f-bc94-e314470cdd8a
Silver,f20c71ce-436c-4c5f-9f42-39265f206f49
Platinum,ddf081d0-f118-4905-bc4b-943b22511a15
Platinum,1ff5ecba-a5d6-44c3-a9a9-b3d9512fa396
Explorer,7730313c-07bf-45bc-a7b9-89946b5edbb5
Silver,7a598fc0-2ef6-48b6-a892-bd3cdb8b79b0
Gold,0a65338c-5757-417e-9fbf-cf8ac7fb8606
Platinum,84344f6f-c6ec-446f-be9f-554512e8e9ac
Silver,852a758f-2949-49e3-9549-27016e8c7424
Gold,6c2b1ad4-182c-40e8-86c1-b8ad61db3fc2
Silver,8f092c99-d9aa-4db3-9e2a-e9c51364e3c1
Explorer,ace97a39-c08d-4892-9ab8-d6f0fbd4cc00
Explorer,6489e510-32f2-4a8d-b08f-0987bf732fc8
Explorer,e3aae901-c7da-436d-ab08-3b8709c082f2
Silver,02763d41-b5de-4aa8-b4ee-f9fb9b978c48
Platinum,d22bd31f-642b-49ef-9db7-3b7c699e8e2f
Explorer,0030e097-d474-40d2-9951-2278c76b94dd
Gold,c03870a7-d626-44a2-a6ae-e1a1aca3994d
Gold,8ac0a7e1-5b48-4f46-ad17-fdd627c3b6da
Silver,374d8f33-34d0-4c19-a5e3-6e9fc29551b4
Gold,0ce0f619-8976-4987-bb6b-228ce70c604e
Silver,f92043a3-3ca6-4253-bf15-6a62684c722f
Silver,378e1717-3eba-4de8-8372-fcf3eba6d2dd
Platinum,c7316431-e208-45df-b1ce-5eb1d51dcf69
Platinum,890401a4-fc8d-4193-92b1-92e4ffffc1d5
Platinum,e73c6fb9-70ca-449e-9bc1-94758d85461b
Platinum,5fc9aee8-33dc-4ef3-8edb-961971a08cf6
Silver,005a9e0e-f7b0-41e2-829d-8683b0672a9b
Gold,f3962577-00ee-47c2-9839-5f1c37440b72
Platinum,bab9d691-73f1-4fec-8529-93c51bfe4e14
Platinum,187d0f88-fd45-43bd-b95e-7b2a1d833929
Silver,855385eb-36ce-49e4-8fe7-289484fb5549
Silver,b395f182-a9b6-4572-87e2-9bd914490fd4
Explorer,19f2ee06-ead6-4b02-baed-5512b2398c7c
Silver,5972ff98-f3e0-4e84-9f80-4453ce553edc
Silver,b306ac81-9933-4542-b2e3-dfab1b4b0efa
Platinum,6cd6092c-3565-4a50-baa3-1c87cfd4cf1e
Silver,00e7daf9-2ec7-47ac-bf1c-948b1111b543
Silver,1e637a4b-2706-47d2-874f-4642662c60b5
Explorer,4ff7ab5e-f741-4e42-8cd9-7044431ed088
Platinum,774f2e66-fdf0-4d5d-af7b-f5699e65390f
Gold,55fcb0b5-d476-420c-a915-662fc3815a1b
Explorer,ddfe99fa-b0d1-4dc7-8156-2f0b48f88253
Silver,dbc9754f-1f5d-4239-9845-9246cf4f3dd2
Platinum,af98eac5-be67-429a-b768-d8efddf94245
Explorer,b04fd46e-2850-4b28-b0e5-d9cc166b14f3
Explorer,e343546e-88d1-4be6-86ea-0cee099ecded
Platinum,863f61cb-7d41-46b5-99ab-fdf8bc4d3a1b
Platinum,9c5f822e-d049-4db6-963b-b28008275ff9
Platinum,2587633a-b697-44e6-b282-4df85a8f4227
Silver,65105c6e-ca6a-4dcc-8fa5-619203337d99
Platinum,320761a4-28cc-47e8-ad86-ba5006d1fa42
Silver,037fee19-9f5a-4a09-a572-8f249a42efaa
Gold,b665c0a4-549a-4f9e-bb4f-4dceed31fa67
Silver,414536d9-59a4-471f-b0db-35787dbbdce7
Explorer,9e1b5f91-ba6a-4d62-a03d-d16a670cfd5a
Platinum,3252568b-3ab7-4099-90a4-fec50ad05826
Silver,be88e48a-492e-4516-a5c7-580d0c7b4e1d
Gold,1bc1e44c-fc15-40dd-8d96-925437a29c8f
Gold,a4dc9e46-f4de-4432-b878-13452a1e3aba
Gold,4881932a-ae9a-4155-89e2-de96f0189df1
Explorer,060be729-4261-441a-a9ad-b9d63f3d3bae
Platinum,df28d62f-543e-4cc6-8b59-7ca4dd482c01
Gold,4ac11b96-df2f-40f7-a7b3-1ba518331459
Explorer,128c4e01-e5e0-497c-8a05-ea0adfd35f5a
Gold,9ca3bbf6-e18d-4249-9618-dec51cbfd81f
Gold,9f1eb2b0-cc93-4845-95d9-eed9e687d59f
Gold,616a50ed-2cd0-4129-ab77-fc46d22ad915
Silver,dedb1b2c-944e-4264-b554-4656e76e6c2c
Platinum,651a2959-19e9-4725-956c-fd74a3f2828a
Explorer,ef763470-c406-4941-8aaa-0cc895eceb12
Platinum,aa1e0a47-9027-4f63-9867-71ba3ccb5373
Silver,008419fc-6777-4c66-9f78-5cee6b45e9fc
Gold,c5c8a538-830d-4dc7-83c0-f93d0200a14f
Explorer,2f6f0052-0605-431e-a17a-55b9b5692915
Silver,b74c21cf-82d5-4bfb-b52e-18c3de426cf3
Gold,8273baa6-eb2d-4e56-8988-f6747feefa11
Silver,ac61bae5-c85a-4f91-89a9-f82c44ad5b02
Explorer,69330231-b3c2-49a3-b4b5-809f3cf7fd14
Silver,f484c919-146c-40c0-8ab3-da24d1004460
Gold,6dcf3141-3174-4683-98a6-6fbb85f80950
Gold,042c7994-98ea-45d8-9d04-9c7eab4cc1c1
Silver,abe4d7ac-31f9-480e-9156-83c0bf3face8
Gold,f1df93ac-be0d-4c64-a113-6afde60d7b73
Explorer,ef66aa89-6a5c-43cb-a262-373940493c66
Platinum,86f4a91d-14e4-4efb-a293-1dde94e6b909
Silver,82f9d33a-56f1-4130-b66e-775fba68324a
Explorer,f7716818-834e-48f4-88ba-dea0a46f5fba
Platinum,0d1d2d5e-d802-4685-ab5e-99bab926221e
Silver,b395193d-c3c2-46eb-94e3-7c55048052f4
Platinum,46efb92d-d1bb-4f8c-8ca6-7573cc542539
Gold,a48004d9-bc97-448f-b755-cb0a388e64e6
Silver,91a33a14-38cd-4a5f-a712-4497425b2af8
Explorer,0daca5e7-c68d-4b69-b4ca-46f53ebbe633
Silver,7daa5629-b7d5-4e40-838c-e1e3229ed4b8
Explorer,4216304f-ea52-48c2-b888-6a4ef23ab6a1
Platinum,3aad59db-4979-42f3-a309-752d8aaed569
Platinum,44fcc5e9-a068-436c-86b6-64f286b11386
Platinum,cc7edfbd-40a0-4368-bdb5-6ad89f017845
Gold,d1c893b9-c87e-4988-83af-827422860019
Silver,855e4780-5248-43cb-a171-540978c7825a
Explorer,76472032-8c5b-40c7-85eb-b9aa27723ca2
Explorer,2dc502c3-9fa5-43dc-9fa2-8d0fc525022f
Explorer,db00c87c-680e-40cc-b903-2542ad5eea0b
Gold,4fdc00f7-c6b1-4f58-9b50-fc62aba45002
Explorer,52175d5a-6493-447a-8b9d-d2eec9f3def5
Explorer,b29aa17e-4eac-4995-9336-91be26bda642
Gold,02fa6713-e92a-4f24-a6dc-b323a90bac08
Gold,ae044634-2d38-491a-b9d1-57170b8a56d1
Gold,b661abfb-d1d3-4cf0-83bd-353522bbf797
Platinum,8925275c-5742-45ea-88fc-67e4755b4121
Explorer,72854def-ac7b-487a-9d05-c228029f02b4
Explorer,70eb85f6-26cd-4d51-b6cc-f060a5075875
Platinum,1693ae5f-c6ff-4559-8c92-39abd506f98f
Silver,a972280c-f471-4418-9400-0161114b8d63
Explorer,bff7ea02-35b4-4273-95c3-79b4dc34144e
Explorer,83f310b4-96e0-478b-bea1-71ba82dab616
Explorer,33b9bb98-d575-4830-8e09-364d81474e81
Explorer,0989f5e6-26e2-4ca1-bcd0-dea08fe6d2e7
Silver,1e76b2e1-9cce-419c-9872-f819947f227f
